"KN294145v1","72888","73183","JH378242","1241936","1242211","68","1169048"
"KN294172v1","7122865","7123046","JH378157","9714274","9714441","34","2591409"
"KN294174v1","40808","41121","JH378133","17008999","17009323","58","16968191"
"KN294174v1","195219","195534","JH378150","8683609","8683911","60","8488390"
"KN294174v1","198129","198303","JH378152","14450468","14450642","32","14252339"
"KN294174v1","253459","253767","JH378133","16801297","16801583","62","16547838"
"KN294174v1","267723","268017","JH378195","8496465","8496750","77","8228742"
"KN294174v1","304425","304727","JH378133","16753778","16754074","45","16449353"
"KN294174v1","353764","353931","JH378220","5076682","5076845","42","4722918"
"KN294174v1","395131","395436","JH378133","16678402","16678703","58","16283271"
"KN294174v1","438146","438453","JH378133","16629176","16629452","67","16191030"
"KN294174v1","458786","459074","JH378133","16610782","16611085","56","16151996"
"KN294174v1","480087","480308","JH378123","16056094","16056308","53","15576007"
"KN294174v1","531960","532257","JH378156","1682183","1682479","55","1150223"
"KN294174v1","580051","580348","JH378133","16493725","16494003","52","15913674"
"KN294174v1","666904","667213","JH378133","16429640","16429954","51","15762736"
"KN294174v1","703257","703562","JH378127","10301764","10302067","64","9598507"
"KN294175v1","1545","1717","JH378132","12660775","12660943","35","12659230"
"KN294175v1","9043","9290","JH378250","2015500","2015750","50","2006457"
"KN294175v1","9291","9521","JH378110","29273335","29273562","53","29264044"
"KN294175v1","17693","17931","JH378129","10299129","10299352","68","10281436"
"KN294175v1","26835","27109","JH378105","70359758","70360042","56","70332923"
"KN294175v1","41343","41640","JH378140","5301223","5301514","57","5259880"
"KN294175v1","49425","49713","JH378244","4029721","4030011","58","3980296"
"KN294175v1","52630","52917","JH378110","30197515","30197800","60","30144885"
"KN294175v1","53842","53907","JH378127","14575651","14575712","17","14521809"
"KN294175v1","75526","75823","JH378151","2632614","2632918","44","2557088"
"KN294175v1","99031","99341","JH378148","2704919","2705229","58","2605888"
"KN294175v1","102882","103083","JH378109","26677862","26678054","55","26574980"
"KN294175v1","111164","111465","JH378167","261229","261524","47","150065"
"KN294175v1","117256","117420","JH378152","15701165","15701331","35","15583909"
"KN294175v1","125320","125628","JH378247","1727896","1728196","70","1602576"
"KN294175v1","144883","145174","JH378105","31234446","31234734","60","31089563"
"KN294175v1","151311","151471","JH378133","10257458","10257606","29","10106147"
"KN294175v1","154695","154806","JH378133","17277690","17277795","27","17122995"
"KN294175v1","165768","165999","JH378191","5883298","5883529","44","5717530"
"KN294175v1","172895","173037","JH378190","8106185","8106327","27","7933290"
"KN294175v1","184142","184412","JH378337","205863","206128","50","21721"
"KN294175v1","185431","185723","JH378108","31934346","31934646","57","31748915"
"KN294175v1","193975","194284","JH378358","18195","18491","50","175780"
"KN294175v1","194903","195217","JH378127","5039730","5040022","75","4844827"
"KN294175v1","198982","199124","JH378157","15986740","15986880","33","15787758"
"KN294175v1","201352","201476","JH378167","174409","174529","29","26943"
"KN294175v1","202805","203116","JH378112","13356901","13357204","68","13154096"
"KN294175v1","206255","206551","JH378219","3676325","3676624","62","3470070"
"KN294175v1","220259","220572","JH378105","65858991","65859303","62","65638732"
"KN294175v1","225272","225396","JH378117","5610912","5611027","26","5385640"
"KN294175v1","225690","225878","JH378107","52365105","52365296","37","52139415"
"KN294175v1","227858","228158","JH378126","25087425","25087728","65","24859567"
"KN294175v1","230876","231177","JH378167","316385","316682","56","85509"
"KN294175v1","236785","237053","JH378216","1278172","1278446","56","1041387"
"KN294175v1","241930","242238","JH378167","325499","325782","60","83569"
"KN294175v1","245257","245417","JH378111","20004457","20004610","39","19759200"
"KN294176v1","97150","97433","JH378123","6375014","6375296","25","6277864"
"KN294176v1","107586","107723","JH378146","9428669","9428801","26","9321083"
"KN294176v1","108873","109161","JH378220","3298022","3298298","54","3189149"
"KN294176v1","183231","183519","JH378124","1985129","1985416","52","1801898"
"KN294176v1","245904","245936","JH378107","13444428","13444460","4","13198524"
"KN294176v1","245971","246133","JH378293","2424950","2425105","30","2178979"
"KN294176v1","266939","267244","JH378123","6253501","6253794","54","5986562"
"KN294176v1","289321","289607","JH378123","6230998","6231282","40","5941677"
"KN294176v1","330909","331176","JH378153","14925663","14925934","69","14594754"
"KN294176v1","370586","370910","JH378150","16119092","16119407","75","15748506"
"KN294176v1","411816","412121","JH378123","6105451","6105725","65","5693635"
"KN294176v1","425042","425327","JH378123","6092363","6092659","58","5667321"
"KN294178v1","17523","17808","JH378195","2269046","2269331","56","2251523"
"KN294180v1","6179","6490","JH378109","50278712","50279012","52","50272533"
"KN294180v1","6932","7235","JH378113","4872895","4873190","64","4865963"
"KN294180v1","11604","11895","JH378220","5627829","5628120","58","5616225"
"KN294180v1","14525","14733","JH378220","5630672","5630896","37","5616147"
"KN294181v1","1179518","1179817","JH378237","5428342","5428642","47","4248824"
"KN294181v1","56071","56389","JH378220","3600149","3600459","60","3544078"
"KN294181v1","83914","84251","JH378129","6652335","6652653","71","6568421"
"KN294181v1","97655","97936","JH378300","123156","123432","51","25501"
"KN294181v1","128520","128662","JH378190","8106185","8106327","25","7977665"
"KN294181v1","133729","133889","JH378124","10245593","10245745","28","10111864"
"KN294181v1","202303","202594","JH378105","37121427","37121714","49","36919124"
"KN294181v1","261007","261304","JH378129","6788679","6788975","46","6527672"
"KN294181v1","268121","268415","JH378108","32288751","32289049","53","32020630"
"KN294181v1","273305","273605","JH378129","6794381","6794673","40","6521076"
"KN294181v1","305368","305667","JH378110","13696686","13696988","54","13391318"
"KN294181v1","307000","307216","JH378122","283721","283931","42","23279"
"KN294181v1","310196","310495","JH378120","2577412","2577703","59","2267216"
"KN294181v1","312370","312642","JH378107","8356434","8356718","61","8044064"
"KN294181v1","340214","340387","JH378172","901450","901619","27","561236"
"KN294181v1","351795","352091","JH378157","8918472","8918764","64","8566677"
"KN294181v1","420996","421311","JH378170","5233359","5233641","88","4812363"
"KN294181v1","457099","457269","JH378132","2064232","2064397","39","1607133"
"KN294181v1","467102","467412","JH378105","46024699","46025004","57","45557597"
"KN294181v1","475859","476171","JH378119","21894845","21895155","60","21418986"
"KN294181v1","485602","485887","JH378123","27182839","27183122","63","26697237"
"KN294181v1","488898","489189","JH378115","32954947","32955234","60","32466049"
"KN294181v1","497745","498025","JH378153","13627160","13627443","59","13129415"
"KN294181v1","507613","507749","JH378129","7013214","7013353","26","6505601"
"KN294181v1","508127","508297","JH378129","7013731","7013891","36","6505604"
"KN294181v1","513596","513882","JH378299","952525","952813","55","438929"
"KN294181v1","523381","523639","JH378129","7038168","7038422","39","6514787"
"KN294181v1","529900","530177","JH378129","7043364","7043649","55","6513464"
"KN294181v1","574590","574843","JH378129","7078595","7078853","41","6504005"
"KN294181v1","584960","585255","JH378129","7087967","7088256","38","6503007"
"KN294181v1","589451","589734","JH378129","7093202","7093488","35","6503751"
"KN294181v1","607078","607353","JH378129","7111548","7111826","38","6504470"
"KN294181v1","623017","623102","JH378136","13782833","13782912","11","13159816"
"KN294181v1","644521","644805","JH378114","41127454","41127738","60","40482933"
"KN294181v1","684931","685229","JH378129","7188380","7188661","55","6503449"
"KN294181v1","685231","685320","JH378129","7188668","7188753","14","6503437"
"KN294181v1","755242","755430","JH378161","8452843","8453044","53","7697601"
"KN294181v1","766939","767231","JH378129","7268686","7268971","52","6501747"
"KN294181v1","786560","786846","JH378129","7285603","7285890","39","6499043"
"KN294181v1","788607","788717","JH378111","20355443","20355554","18","19566836"
"KN294181v1","788746","788924","JH378132","20394336","20394522","37","19605590"
"KN294181v1","796142","796444","JH378166","9526309","9526612","45","8730167"
"KN294181v1","796920","797052","JH378110","18903235","18903375","29","18106315"
"KN294181v1","797731","797774","JH378109","25391635","25391681","12","24593904"
"KN294181v1","798754","799063","JH378129","7295656","7295944","53","6496902"
"KN294181v1","808609","808900","JH378216","6356958","6357247","65","5548349"
"KN294181v1","820925","821202","JH378106","43435707","43435983","55","42614782"
"KN294181v1","821299","821455","JH378243","3366804","3366959","25","2545505"
"KN294181v1","827159","827469","JH378151","7160929","7161239","62","6333770"
"KN294181v1","840344","840654","JH378131","10090377","10090678","67","9250033"
"KN294181v1","853501","853770","JH378113","2591936","2592194","56","1738435"
"KN294181v1","858813","859099","JH378111","27540725","27540993","72","26681912"
"KN294181v1","861681","861978","JH378129","7357462","7357759","30","6495781"
"KN294181v1","865829","866180","JH378111","13104750","13105085","88","12238921"
"KN294181v1","869086","869397","JH378133","9509897","9510210","49","8640811"
"KN294181v1","888417","888720","JH378151","10453577","10453887","50","9565160"
"KN294181v1","890940","891238","JH378129","7374669","7374973","39","6483729"
"KN294181v1","893645","893949","JH378108","32969765","32970074","59","32076120"
"KN294181v1","899406","899686","JH378168","11036593","11036872","64","10137187"
"KN294181v1","909603","909884","JH378129","7393611","7393911","51","6484008"
"KN294181v1","911137","911450","JH378129","7395103","7395391","56","6483966"
"KN294181v1","939838","940129","JH378129","7423319","7423609","46","6483481"
"KN294181v1","942574","942863","JH378129","7425854","7426157","42","6483280"
"KN294181v1","964625","964901","JH378173","2591006","2591285","64","1626381"
"KN294181v1","982803","983096","JH378129","7464479","7464761","51","6481676"
"KN294181v1","1007095","1007364","JH378284","1270513","1270774","60","263418"
"KN294181v1","1023307","1023518","JH378153","14019923","14020134","38","12996616"
"KN294181v1","1029978","1030282","JH378130","23878612","23878908","63","22848634"
"KN294181v1","1061471","1061771","JH378133","12318039","12318340","58","11256568"
"KN294181v1","1080810","1081123","JH378129","7544479","7544777","46","6463669"
"KN294181v1","1088015","1088327","JH378109","15350552","15350854","56","14262537"
"KN294181v1","1117495","1117765","JH378116","21537585","21537860","53","20420090"
"KN294181v1","1156886","1157179","JH378129","7619306","7619600","49","6462420"
"KN294181v1","1163711","1163982","JH378149","16752907","16753175","53","15589196"
"KN294181v1","1170083","1170317","JH378129","12911448","12911670","55","11741365"
"KN294181v1","1181249","1181549","JH378129","7640557","7640852","44","6459308"
"KN294181v1","1196754","1197044","JH378115","27192694","27192997","61","25995940"
"KN294181v1","1226063","1226373","JH378129","7684484","7684781","53","6458421"
"KN294181v1","1236108","1236238","JH378184","4338151","4338284","23","3102043"
"KN294181v1","1236383","1236438","JH378132","15433956","15434002","14","14197573"
"KN294181v1","1236857","1237047","JH378105","60868607","60868787","41","59631750"
"KN294181v1","1311372","1311685","JH378129","7763236","7763536","70","6451864"
"KN294181v1","1321886","1322173","JH378232","1121769","1122061","55","200117"
"KN294181v1","1338883","1339181","JH378129","7791313","7791607","29","6452430"
"KN294181v1","1342667","1342977","JH378198","4440819","4441121","56","3098152"
"KN294181v1","1380127","1380455","JH378316","184707","185022","76","1195420"
"KN294181v1","1383626","1383888","JH378121","19324958","19325232","62","17941332"
"KN294181v1","1396305","1396617","JH378158","8861635","8861945","64","7465330"
"KN294181v1","1398106","1398226","JH378167","2039442","2039562","24","641336"
"KN294181v1","1408986","1409035","JH378120","30407260","30407308","10","28998274"
"KN294181v1","1409338","1409502","JH378137","14956792","14956955","27","13547454"
"KN294181v1","1410172","1410466","JH378122","2284678","2284966","53","874506"
"KN294181v1","1419094","1419227","JH378184","4069060","4069191","20","2649966"
"KN294181v1","1419532","1419760","JH378116","14249368","14249578","64","12829836"
"KN294181v1","1427060","1427200","JH378129","7860919","7861059","15","6433859"
"KN294181v1","1438185","1438464","JH378183","7609807","7610092","56","6171622"
"KN294181v1","1439838","1440127","JH378129","7873172","7873433","62","6433334"
"KN294181v1","1443002","1443216","JH378237","631278","631494","47","811724"
"KN294181v1","1454593","1454874","JH378129","7886555","7886828","51","6431962"
"KN294181v1","1455283","1455583","JH378129","7887541","7887838","44","6432258"
"KN294181v1","1456020","1456319","JH378129","7888462","7888766","48","6432442"
"KN294181v1","1460800","1461050","JH378130","20303597","20303850","53","18842797"
"KN294181v1","1477434","1477647","JH378152","11305025","11305259","66","9827591"
"KN294181v1","1484190","1484329","JH378107","13999688","13999828","39","12515498"
"KN294181v1","1490948","1491237","JH378129","7917998","7918287","62","6427050"
"KN294181v1","1516804","1516942","JH378184","4069060","4069191","29","2552256"
"KN294181v1","1517251","1517426","JH378219","3296483","3296653","35","1779232"
"KN294181v1","1518102","1518410","JH378122","7021399","7021708","65","5503297"
"KN294181v1","1528939","1529252","JH378127","8326876","8327189","73","6797937"
"KN294181v1","1541499","1541627","JH378151","16789184","16789312","23","15247685"
"KN294181v1","1541936","1542087","JH378105","66003728","66003881","38","64461792"
"KN294181v1","1545120","1545428","JH378137","16095604","16095907","68","14550484"
"KN294181v1","1554183","1554423","JH378129","7964167","7964416","38","6409984"
"KN294181v1","1560503","1560792","JH378129","7972739","7973033","54","6412236"
"KN294181v1","1566107","1566166","AGCE01151043","1125","1183","13","1564982"
"KN294181v1","1568030","1568168","JH378114","396056","396192","36","1171974"
"KN294181v1","1571228","1571517","JH378112","33462383","33462674","60","31891155"
"KN294181v1","1577311","1577609","JH378132","10615757","10616051","61","9038446"
"KN294181v1","1605271","1605561","JH378129","8021571","8021867","42","6416300"
"KN294181v1","1611487","1611615","JH378198","4036894","4037024","20","2425407"
"KN294181v1","1612055","1612223","JH378199","832081","832250","41","779974"
"KN294181v1","1617684","1617987","JH378119","32284989","32285279","70","30667305"
"KN294181v1","1627123","1627428","JH378167","10617145","10617453","65","8990022"
"KN294181v1","1629040","1629183","JH378193","4790463","4790607","36","3161423"
"KN294181v1","1650265","1650479","JH378129","8062936","8063145","33","6412671"
"KN294181v1","1654281","1654532","JH378223","4922890","4923146","58","3268609"
"KN294181v1","1655375","1655675","JH378129","8066549","8066840","49","6411174"
"KN294181v1","1657618","1657889","JH378129","8068252","8068522","24","6410634"
"KN294181v1","1659553","1659721","JH378167","10687182","10687353","29","9027629"
"KN294181v1","1666739","1666924","JH378129","8073312","8073483","30","6406573"
"KN294181v1","1668614","1668897","JH378139","3046715","3046995","62","1378101"
"KN294181v1","1678730","1679011","JH378141","16421812","16422089","61","14743082"
"KN294181v1","1684465","1684788","JH378129","8087346","8087662","48","6402881"
"KN294181v1","1705440","1705736","JH378216","1327584","1327873","53","377856"
"KN294181v1","1706097","1706346","JH378127","8910990","8911237","63","7204893"
"KN294181v1","1720074","1720189","JH378129","8133185","8133298","11","6413111"
"KN294181v1","1720827","1720842","JH378186","1799254","1799271","4","78427"
"KN294181v1","1722112","1722231","JH378216","7194924","7195029","30","5472812"
"KN294181v1","1723123","1723166","JH378119","32192097","32192140","6","30468974"
"KN294181v1","1723226","1723406","JH378187","1895832","1896008","40","172606"
"KN294181v1","1754337","1754639","JH378129","8161313","8161618","32","6406976"
"KN294181v1","1834029","1834326","JH378129","8235985","8236280","46","6401956"
"KN294181v1","1877014","1877167","JH378604","115","268","33","1876899"
"KN294181v1","1888917","1889201","JH378129","8297807","8298078","47","6408890"
"KN294181v1","1943114","1943402","JH378129","8336959","8337263","50","6393845"
"KN294181v1","1977101","1977339","JH378129","8380542","8380779","49","6403441"
"KN294181v1","2006987","2007092","JH378111","27300459","27300562","17","25293472"
"KN294181v1","2021932","2022043","JH378144","9677642","9677756","36","7655710"
"KN294181v1","2022744","2023034","JH378129","8415623","8415900","54","6392879"
"KN294182v1","29326","29421","JH378216","6237711","6237802","19","6208385"
"KN294182v1","107419","107577","JH378118","8617189","8617347","36","8509770"
"KN294182v1","123452","123751","JH378246","2514601","2514895","54","2391149"
"KN294182v1","128283","128577","JH378283","2232493","2232784","41","2104210"
"KN294182v1","130599","130887","JH378114","19861170","19861456","72","19730571"
"KN294182v1","158464","158616","JH378283","2254429","2254573","26","2095965"
"KN294182v1","159691","159871","JH378263","2347281","2347465","38","2187590"
"KN294182v1","168539","168842","JH378157","633133","633437","59","464594"
"KN294182v1","169025","169320","JH378283","2269402","2269685","59","2100377"
"KN294182v1","172385","172540","JH378167","6375502","6375653","46","6203117"
"KN294182v1","180185","180465","JH378283","2282022","2282283","60","2101837"
"KN294182v1","181197","181353","JH378236","215163","215323","33","33966"
"KN294182v1","182666","182812","JH378283","2284455","2284610","23","2101789"
"KN294182v1","182838","182900","JH378140","5368673","5368735","11","5185835"
"KN294182v1","203325","203608","JH378271","958819","959102","61","755494"
"KN294182v1","228348","228588","JH378283","2326761","2327014","72","2098413"
"KN294182v1","253788","253907","JH378117","16253391","16253509","22","15999603"
"KN294182v1","254220","254410","JH378190","5266909","5267081","43","5012689"
"KN294182v1","325217","325491","JH378262","675876","676162","62","350659"
"KN294182v1","330084","330340","JH378283","2435213","2435470","30","2105129"
"KN294182v1","330661","330816","JH378226","5738869","5739024","31","5408208"
"KN294182v1","331109","331245","JH378109","26802635","26802767","23","26471526"
"KN294182v1","333334","333595","JH378130","20303597","20303850","61","19970263"
"KN294182v1","333860","333975","JH378196","3186020","3186135","24","2852160"
"KN294182v1","333977","334252","JH378212","1583158","1583417","64","1249181"
"KN294182v1","336533","336676","JH378114","39019244","39019385","30","38682711"
"KN294182v1","339127","339313","JH378195","8459926","8460099","37","8120799"
"KN294182v1","357736","357914","JH378127","15631099","15631273","45","15273363"
"KN294182v1","358927","359080","JH378197","1432924","1433086","33","1073997"
"KN294182v1","359081","359286","JH378129","1377514","1377698","52","1018433"
"KN294182v1","359595","359745","JH378118","29736660","29736809","34","29377065"
"KN294182v1","365109","365394","JH378119","21220496","21220782","60","20855387"
"KN294182v1","376024","376322","JH378113","2717728","2718031","69","2341704"
"KN294182v1","378075","378339","JH378118","27608442","27608703","70","27230367"
"KN294182v1","378816","379021","JH378148","7043379","7043580","50","6664563"
"KN294182v1","387483","387567","JH378125","15521203","15521282","15","15133720"
"KN294182v1","387867","388064","JH378136","7669995","7670183","51","7282128"
"KN294182v1","392280","392426","JH378193","3173237","3173386","30","2780957"
"KN294182v1","392722","392882","JH378291","632554","632699","41","239832"
"KN294182v1","412664","412825","JH378283","2509022","2509175","40","2096358"
"KN294182v1","421500","421604","JH378204","6007611","6007715","21","5586111"
"KN294182v1","442925","443089","JH378110","19936540","19936704","31","19493615"
"KN294182v1","452123","452269","JH378105","46041722","46041863","45","45589599"
"KN294182v1","483646","483948","JH378110","34445290","34445592","68","33961644"
"KN294182v1","483972","484238","JH378119","33106884","33107137","71","32622912"
"KN294182v1","510790","511026","JH378283","2603530","2603766","44","2092740"
"KN294182v1","516484","516771","JH378283","2607879","2608162","47","2091395"
"KN294182v1","562445","562495","JH378127","14575651","14575712","15","14013206"
"KN294182v1","562946","562972","JH378108","33462353","33462375","7","32899407"
"KN294182v1","568510","568800","JH378171","5734070","5734359","56","5165560"
"KN294182v1","569100","569399","JH378141","12598501","12598793","64","12029401"
"KN294182v1","579476","579770","JH378112","21553151","21553449","66","20973675"
"KN294182v1","603800","603944","JH378309","1393501","1393643","26","789701"
"KN294182v1","604519","604685","JH378106","64333741","64333907","36","63729222"
"KN294182v1","617242","617537","JH378105","4831980","4832277","70","4214738"
"KN294182v1","618347","618528","JH378151","13593323","13593508","43","12974976"
"KN294182v1","638935","639023","JH378150","16740240","16740316","26","16101305"
"KN294182v1","649746","650002","JH378139","7399739","7399998","68","6749993"
"KN294182v1","684057","684236","JH378262","902300","902479","39","218243"
"KN294182v1","697680","697971","JH378283","2813066","2813349","58","2115386"
"KN294182v1","700803","701090","JH378283","2814554","2814838","40","2113751"
"KN294182v1","707694","707949","JH378164","6092098","6092367","61","5384404"
"KN294182v1","729304","729559","JH378277","979881","980138","52","250577"
"KN294182v1","732158","732354","JH378137","8371860","8372039","44","7639702"
"KN294182v1","733364","733537","JH378129","10174183","10174354","40","9440819"
"KN294182v1","784667","784863","JH378164","7354910","7355069","71","6570243"
"KN294184v1","15845","16126","JH378107","32762309","32762594","74","32746464"
"KN294184v1","44900","45161","JH378112","14558448","14558702","60","14513548"
"KN294184v1","56525","56696","JH378152","14450468","14450642","37","14393943"
"KN294184v1","68259","68511","JH378132","13762094","13762343","66","13693835"
"KN294184v1","96439","96746","JH378154","14306443","14306743","60","14210004"
"KN294184v1","103313","103487","JH378140","15190258","15190431","43","15086945"
"KN294184v1","104583","104873","JH378122","7534063","7534350","55","7429480"
"KN294184v1","187686","187830","JH378116","1857513","1857656","43","1669827"
"KN294184v1","188095","188362","JH378279","2996498","2996745","75","2808403"
"KN294184v1","193665","193977","JH378219","167469","167770","57","26196"
"KN294184v1","299439","299722","JH378116","37599807","37600091","61","37300368"
"KN294184v1","332556","332844","JH378219","29083","29372","43","303473"
"KN294184v1","335616","335788","JH378219","26204","26377","26","309412"
"KN294184v1","362194","362326","JH378122","5260608","5260734","32","4898414"
"KN294184v1","364124","364220","JH378112","21085291","21085389","28","20721167"
"KN294184v1","364231","364364","JH378141","10640535","10640668","29","10276304"
"KN294184v1","367563","367695","JH378122","5260608","5260734","32","4893045"
"KN294184v1","369610","369706","JH378112","21085291","21085389","28","20715681"
"KN294184v1","369717","369850","JH378141","10640535","10640668","29","10270818"
"KN294184v1","379267","379444","JH378360","17487","17655","30","361780"
"KN294184v1","461389","461654","JH378152","15158338","15158612","59","14696949"
"KN294184v1","501830","502094","JH378144","14214045","14214302","71","13712215"
